player_name,team,age,position,projected_ppr,last_season_ppr,ppr_delta,ppr_delta_pct,projected_rank,adp_rank,draft_value,trajectory_trend,snap_share,adp,value_score
Josiah Deguara,JAX,27,TE,22.1,2.6,19.5,541.54,83.0,,,,0.25,,
Ian Thomas,CAR,28,TE,21.94,1.3,20.64,897.19,84.0,,,,0.22,,
Brevin Jordan,HOU,24,TE,21.89,2.7,19.19,518.64,85.0,,,,0.44,,
Eric Tomlinson,LAC,32,TE,21.37,2.9,18.47,473.63,86.0,,,-0.25,0.28,,
Noah Gray,KC,25,TE,21.02,5.5,15.52,238.79,87.0,,,0.25,0.32,,
Lucas Krull,DEN,26,TE,20.97,34.2,-13.23,-37.59,88.0,,,-0.75,0.4,,
Kylen Granson,IND,26,TE,19.45,28.2,-8.75,-29.98,89.0,,,-3.0,0.41,,
Brayden Willis,SF,25,TE,5.31,0.0,5.31,531.2,90.0,,,,0.17,,
Zach Davidson,BUF,26,TE,5.21,0.0,5.21,521.4,91.0,,,,0.26,,
Joseph Fortson,KC,29,TE,5.17,-2.0,7.17,-717.27,92.0,,,,0.26,,
Jordan Matthews,CAR,32,TE,3.54,0.0,3.54,354.27,93.0,,,,0.34,,
Greg Dulcich,DEN,24,TE,0.96,7.8,-6.84,-77.75,94.0,,,-1.6,0.39,,
Julian Hill,MIA,24,TE,0.3,22.0,-21.7,-94.35,95.0,,,-0.75,0.61,,
Davis Allen,LA,23,TE,0.13,9.9,-9.77,-89.67,96.0,,,-4.2,0.18,,
Will Mallory,IND,25,TE,0.0,4.9,-4.9,-83.05,97.0,,,-2.0,0.24,,
Durham Smythe,MIA,29,TE,0.0,14.3,-14.3,-93.46,97.0,,,-0.9,0.26,,
Hunter Henry,NE,30,TE,0.0,143.4,-143.4,-99.31,97.0,,,-3.25,0.57,,
Gerald Everett,CHI,30,TE,0.0,11.6,-11.6,-92.06,97.0,2.0,-95.0,-0.75,0.08,770.0,0.0
Hayden Hurst,LAC,31,TE,0.0,13.5,-13.5,-93.1,97.0,1.0,-96.0,-0.8,0.15,568.0,0.0
Pharaoh Brown,SEA,30,TE,0.0,11.5,-11.5,-92.0,97.0,,,-1.6,0.35,,
Mo Alie-Cox,IND,31,TE,0.0,30.7,-30.7,-96.85,97.0,,,-1.25,0.38,,
Brock Wright,DET,26,TE,0.0,33.0,-33.0,-97.06,97.0,,,-2.2,0.61,,
